Temperature_C,Humidity_pct,Wind_Speed_kmh,Spray_Decision,Reason
22.4,78.0,13.1,Not Safe to Spray,High Wind (Drift Hazard)
25.1,40.4,10.5,Safe to Spray,Optimal Conditions
30.5,75.9,19.1,Not Safe to Spray,High Wind (Drift Hazard)
21.4,73.0,15.2,Not Safe to Spray,High Wind (Drift Hazard)
33.3,83.1,13.1,Not Safe to Spray,High Wind (Drift Hazard)
27.1,90.5,19.3,Not Safe to Spray,High Wind (Drift Hazard)
35.1,81.5,20.3,Not Safe to Spray,High Wind (Drift Hazard)
28.2,77.5,17.4,Not Safe to Spray,High Wind (Drift Hazard)
28.1,60.8,7.7,Safe to Spray,Optimal Conditions
29.3,92.3,6.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
30.3,83.4,22.4,Not Safe to Spray,High Wind (Drift Hazard)
22.3,93.8,0.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
33.0,70.8,1.7,Safe to Spray,Optimal Conditions
35.2,53.2,4.9,Not Safe to Spray,High Temp (Evaporation Hazard)
21.7,84.8,10.0,Safe to Spray,Optimal Conditions
23.7,66.6,16.3,Not Safe to Spray,High Wind (Drift Hazard)
21.8,48.8,21.9,Not Safe to Spray,High Wind (Drift Hazard)
27.5,48.9,12.6,Not Safe to Spray,High Wind (Drift Hazard)
26.2,42.1,5.8,Safe to Spray,Optimal Conditions
35.3,65.0,0.3,Not Safe to Spray,High Temp (Evaporation Hazard)
34.0,69.2,7.7,Not Safe to Spray,High Temp (Evaporation Hazard)
30.0,55.1,5.7,Safe to Spray,Optimal Conditions
33.6,97.1,23.9,Not Safe to Spray,High Wind (Drift Hazard)
33.1,72.1,20.2,Not Safe to Spray,High Wind (Drift Hazard)
33.0,56.0,1.8,Safe to Spray,Optimal Conditions
20.5,85.2,24.2,Not Safe to Spray,High Wind (Drift Hazard)
28.5,54.2,14.3,Not Safe to Spray,High Wind (Drift Hazard)
32.6,55.8,0.7,Safe to Spray,Optimal Conditions
33.6,94.6,6.7,Not Safe to Spray,High Temp (Evaporation Hazard)
38.1,75.8,8.4,Not Safe to Spray,High Temp (Evaporation Hazard)
36.8,50.3,1.6,Not Safe to Spray,High Temp (Evaporation Hazard)
34.4,48.2,16.3,Not Safe to Spray,High Wind (Drift Hazard)
32.7,70.4,2.9,Safe to Spray,Optimal Conditions
27.8,63.8,2.6,Safe to Spray,Optimal Conditions
36.9,53.1,20.4,Not Safe to Spray,High Wind (Drift Hazard)
22.1,49.5,11.1,Safe to Spray,Optimal Conditions
29.8,51.3,11.6,Safe to Spray,Optimal Conditions
20.7,92.9,8.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
37.8,77.0,1.0,Not Safe to Spray,High Temp (Evaporation Hazard)
24.1,76.0,12.8,Not Safe to Spray,High Wind (Drift Hazard)
22.5,96.2,24.1,Not Safe to Spray,High Wind (Drift Hazard)
32.2,83.6,17.7,Not Safe to Spray,High Wind (Drift Hazard)
20.3,52.3,22.3,Not Safe to Spray,High Wind (Drift Hazard)
25.4,81.5,23.7,Not Safe to Spray,High Wind (Drift Hazard)
34.0,88.2,4.6,Not Safe to Spray,High Temp (Evaporation Hazard)
20.0,97.4,9.7,Not Safe to Spray,"Too humid, risk of runoff/dilution"
23.5,68.2,22.4,Not Safe to Spray,High Wind (Drift Hazard)
28.5,92.1,13.9,Not Safe to Spray,High Wind (Drift Hazard)
24.3,45.2,12.9,Not Safe to Spray,High Wind (Drift Hazard)
33.2,70.1,4.7,Not Safe to Spray,High Temp (Evaporation Hazard)
31.4,81.9,5.5,Safe to Spray,Optimal Conditions
21.3,45.9,24.6,Not Safe to Spray,High Wind (Drift Hazard)
28.4,81.5,11.9,Safe to Spray,Optimal Conditions
34.3,55.6,13.6,Not Safe to Spray,High Wind (Drift Hazard)
30.8,54.3,22.7,Not Safe to Spray,High Wind (Drift Hazard)
27.9,56.4,5.1,Safe to Spray,Optimal Conditions
25.2,48.3,16.7,Not Safe to Spray,High Wind (Drift Hazard)
21.5,52.0,20.0,Not Safe to Spray,High Wind (Drift Hazard)
25.4,71.3,17.6,Not Safe to Spray,High Wind (Drift Hazard)
33.9,41.4,13.4,Not Safe to Spray,High Wind (Drift Hazard)
37.3,90.9,13.3,Not Safe to Spray,High Wind (Drift Hazard)
20.8,44.5,1.7,Safe to Spray,Optimal Conditions
32.2,47.5,17.7,Not Safe to Spray,High Wind (Drift Hazard)
20.4,96.2,18.6,Not Safe to Spray,High Wind (Drift Hazard)
38.6,78.1,22.4,Not Safe to Spray,High Wind (Drift Hazard)
23.6,86.0,10.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
37.3,78.4,22.6,Not Safe to Spray,High Wind (Drift Hazard)
39.6,62.8,3.4,Not Safe to Spray,High Temp (Evaporation Hazard)
36.4,88.3,10.0,Not Safe to Spray,High Temp (Evaporation Hazard)
26.6,58.5,14.6,Not Safe to Spray,High Wind (Drift Hazard)
25.2,97.7,9.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
38.7,50.5,12.4,Not Safe to Spray,High Wind (Drift Hazard)
37.7,86.9,16.7,Not Safe to Spray,High Wind (Drift Hazard)
39.1,43.4,21.3,Not Safe to Spray,High Wind (Drift Hazard)
35.6,41.3,5.8,Not Safe to Spray,High Temp (Evaporation Hazard)
27.4,53.3,13.1,Not Safe to Spray,High Wind (Drift Hazard)
24.8,82.9,3.6,Safe to Spray,Optimal Conditions
30.4,75.3,8.6,Safe to Spray,Optimal Conditions
28.7,69.6,22.9,Not Safe to Spray,High Wind (Drift Hazard)
23.9,46.2,5.9,Safe to Spray,Optimal Conditions
35.9,91.9,9.4,Not Safe to Spray,High Temp (Evaporation Hazard)
32.3,42.8,8.5,Safe to Spray,Optimal Conditions
32.0,87.3,19.8,Not Safe to Spray,High Wind (Drift Hazard)
35.4,96.9,4.5,Not Safe to Spray,High Temp (Evaporation Hazard)
28.5,66.4,3.0,Safe to Spray,Optimal Conditions
32.8,66.9,10.0,Safe to Spray,Optimal Conditions
20.0,71.8,5.3,Safe to Spray,Optimal Conditions
33.5,88.5,23.4,Not Safe to Spray,High Wind (Drift Hazard)
33.6,90.9,20.1,Not Safe to Spray,High Wind (Drift Hazard)
27.4,46.6,5.9,Safe to Spray,Optimal Conditions
28.9,77.1,15.5,Not Safe to Spray,High Wind (Drift Hazard)
33.1,90.9,21.6,Not Safe to Spray,High Wind (Drift Hazard)
31.4,79.8,10.5,Safe to Spray,Optimal Conditions
31.0,74.4,15.7,Not Safe to Spray,High Wind (Drift Hazard)
29.0,69.4,24.8,Not Safe to Spray,High Wind (Drift Hazard)
22.3,59.7,18.6,Not Safe to Spray,High Wind (Drift Hazard)
21.6,90.6,6.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
33.6,94.7,20.4,Not Safe to Spray,High Wind (Drift Hazard)
31.5,87.7,5.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
20.9,49.5,5.7,Safe to Spray,Optimal Conditions
22.6,78.3,23.2,Not Safe to Spray,High Wind (Drift Hazard)
34.3,42.1,14.6,Not Safe to Spray,High Wind (Drift Hazard)
39.4,50.6,5.7,Not Safe to Spray,High Temp (Evaporation Hazard)
37.9,57.5,18.2,Not Safe to Spray,High Wind (Drift Hazard)
38.6,42.6,16.0,Not Safe to Spray,High Wind (Drift Hazard)
39.9,46.6,13.3,Not Safe to Spray,High Wind (Drift Hazard)
28.5,80.9,22.7,Not Safe to Spray,High Wind (Drift Hazard)
32.3,82.4,9.0,Safe to Spray,Optimal Conditions
28.0,66.2,5.1,Safe to Spray,Optimal Conditions
26.8,94.5,21.8,Not Safe to Spray,High Wind (Drift Hazard)
37.3,93.0,23.4,Not Safe to Spray,High Wind (Drift Hazard)
33.6,92.0,11.8,Not Safe to Spray,High Temp (Evaporation Hazard)
20.7,63.2,6.5,Safe to Spray,Optimal Conditions
27.1,65.0,21.3,Not Safe to Spray,High Wind (Drift Hazard)
29.0,68.4,17.4,Not Safe to Spray,High Wind (Drift Hazard)
34.6,92.4,18.2,Not Safe to Spray,High Wind (Drift Hazard)
34.1,77.9,11.7,Not Safe to Spray,High Temp (Evaporation Hazard)
33.5,54.2,12.5,Not Safe to Spray,High Wind (Drift Hazard)
23.0,46.1,12.6,Not Safe to Spray,High Wind (Drift Hazard)
35.0,77.0,3.6,Not Safe to Spray,High Temp (Evaporation Hazard)
28.6,81.7,13.9,Not Safe to Spray,High Wind (Drift Hazard)
24.5,41.8,22.4,Not Safe to Spray,High Wind (Drift Hazard)
36.4,74.7,24.6,Not Safe to Spray,High Wind (Drift Hazard)
26.0,44.2,16.2,Not Safe to Spray,High Wind (Drift Hazard)
28.1,71.5,10.5,Safe to Spray,Optimal Conditions
31.8,50.3,19.1,Not Safe to Spray,High Wind (Drift Hazard)
33.2,74.3,1.2,Not Safe to Spray,High Temp (Evaporation Hazard)
30.7,46.1,4.1,Safe to Spray,Optimal Conditions
30.6,80.5,17.1,Not Safe to Spray,High Wind (Drift Hazard)
33.2,64.1,23.7,Not Safe to Spray,High Wind (Drift Hazard)
26.8,41.8,14.6,Not Safe to Spray,High Wind (Drift Hazard)
20.8,73.5,3.2,Safe to Spray,Optimal Conditions
24.1,40.8,10.1,Safe to Spray,Optimal Conditions
32.6,86.9,2.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
30.5,72.4,22.1,Not Safe to Spray,High Wind (Drift Hazard)
37.9,60.5,8.4,Not Safe to Spray,High Temp (Evaporation Hazard)
38.7,43.8,7.6,Not Safe to Spray,High Temp (Evaporation Hazard)
23.0,47.1,18.1,Not Safe to Spray,High Wind (Drift Hazard)
33.0,63.4,2.2,Safe to Spray,Optimal Conditions
21.8,97.4,16.7,Not Safe to Spray,High Wind (Drift Hazard)
38.4,73.9,23.7,Not Safe to Spray,High Wind (Drift Hazard)
21.7,71.6,23.6,Not Safe to Spray,High Wind (Drift Hazard)
34.3,58.3,20.8,Not Safe to Spray,High Wind (Drift Hazard)
25.0,83.8,7.7,Safe to Spray,Optimal Conditions
28.7,43.7,18.5,Not Safe to Spray,High Wind (Drift Hazard)
33.8,76.0,7.9,Not Safe to Spray,High Temp (Evaporation Hazard)
28.2,66.3,7.6,Safe to Spray,Optimal Conditions
35.8,69.2,24.5,Not Safe to Spray,High Wind (Drift Hazard)
30.5,48.2,9.9,Safe to Spray,Optimal Conditions
29.9,93.0,11.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
24.4,64.3,17.2,Not Safe to Spray,High Wind (Drift Hazard)
37.3,58.2,18.9,Not Safe to Spray,High Wind (Drift Hazard)
31.6,88.0,13.3,Not Safe to Spray,High Wind (Drift Hazard)
25.5,40.8,23.3,Not Safe to Spray,High Wind (Drift Hazard)
36.1,58.7,15.9,Not Safe to Spray,High Wind (Drift Hazard)
20.9,97.6,16.0,Not Safe to Spray,High Wind (Drift Hazard)
38.5,77.5,9.4,Not Safe to Spray,High Temp (Evaporation Hazard)
23.0,62.1,2.2,Safe to Spray,Optimal Conditions
25.2,70.5,3.7,Safe to Spray,Optimal Conditions
36.9,41.9,11.0,Not Safe to Spray,High Temp (Evaporation Hazard)
38.0,43.6,12.0,Not Safe to Spray,High Temp (Evaporation Hazard)
36.8,98.1,17.3,Not Safe to Spray,High Wind (Drift Hazard)
22.6,42.8,13.5,Not Safe to Spray,High Wind (Drift Hazard)
39.5,90.7,3.1,Not Safe to Spray,High Temp (Evaporation Hazard)
28.5,81.3,18.6,Not Safe to Spray,High Wind (Drift Hazard)
37.8,54.4,13.1,Not Safe to Spray,High Wind (Drift Hazard)
37.6,97.4,11.5,Not Safe to Spray,High Temp (Evaporation Hazard)
29.0,53.7,21.9,Not Safe to Spray,High Wind (Drift Hazard)
25.7,94.1,1.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
21.9,72.6,13.5,Not Safe to Spray,High Wind (Drift Hazard)
22.2,76.2,1.5,Safe to Spray,Optimal Conditions
34.3,74.4,19.5,Not Safe to Spray,High Wind (Drift Hazard)
22.7,66.3,3.1,Safe to Spray,Optimal Conditions
25.9,44.7,22.9,Not Safe to Spray,High Wind (Drift Hazard)
22.3,66.3,7.5,Safe to Spray,Optimal Conditions
35.8,76.2,10.1,Not Safe to Spray,High Temp (Evaporation Hazard)
24.1,95.5,18.5,Not Safe to Spray,High Wind (Drift Hazard)
22.7,55.2,12.2,Not Safe to Spray,High Wind (Drift Hazard)
30.5,78.3,13.2,Not Safe to Spray,High Wind (Drift Hazard)
34.5,81.2,11.5,Not Safe to Spray,High Temp (Evaporation Hazard)
29.4,48.6,20.0,Not Safe to Spray,High Wind (Drift Hazard)
31.9,65.1,20.1,Not Safe to Spray,High Wind (Drift Hazard)
33.1,74.0,17.4,Not Safe to Spray,High Wind (Drift Hazard)
21.9,47.2,21.4,Not Safe to Spray,High Wind (Drift Hazard)
38.8,53.6,21.0,Not Safe to Spray,High Wind (Drift Hazard)
23.5,55.9,8.6,Safe to Spray,Optimal Conditions
35.9,55.9,21.6,Not Safe to Spray,High Wind (Drift Hazard)
21.5,89.3,20.0,Not Safe to Spray,High Wind (Drift Hazard)
34.6,83.2,4.8,Not Safe to Spray,High Temp (Evaporation Hazard)
35.1,53.1,6.1,Not Safe to Spray,High Temp (Evaporation Hazard)
30.7,52.5,0.6,Safe to Spray,Optimal Conditions
31.5,45.3,24.6,Not Safe to Spray,High Wind (Drift Hazard)
39.7,80.8,15.2,Not Safe to Spray,High Wind (Drift Hazard)
36.0,67.6,13.4,Not Safe to Spray,High Wind (Drift Hazard)
24.6,61.3,19.3,Not Safe to Spray,High Wind (Drift Hazard)
32.7,63.2,24.6,Not Safe to Spray,High Wind (Drift Hazard)
30.8,75.6,24.5,Not Safe to Spray,High Wind (Drift Hazard)
39.4,80.6,16.1,Not Safe to Spray,High Wind (Drift Hazard)
32.2,46.4,17.2,Not Safe to Spray,High Wind (Drift Hazard)
27.6,63.9,8.2,Safe to Spray,Optimal Conditions
27.5,65.6,23.1,Not Safe to Spray,High Wind (Drift Hazard)
35.3,87.8,7.0,Not Safe to Spray,High Temp (Evaporation Hazard)
25.1,71.9,17.9,Not Safe to Spray,High Wind (Drift Hazard)
29.8,72.8,17.4,Not Safe to Spray,High Wind (Drift Hazard)
29.1,88.7,6.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
23.7,45.4,12.9,Not Safe to Spray,High Wind (Drift Hazard)
34.6,55.5,0.6,Not Safe to Spray,High Temp (Evaporation Hazard)
20.7,98.8,12.3,Not Safe to Spray,High Wind (Drift Hazard)
35.0,45.5,8.1,Not Safe to Spray,High Temp (Evaporation Hazard)
36.3,61.8,2.6,Not Safe to Spray,High Temp (Evaporation Hazard)
29.2,44.6,24.6,Not Safe to Spray,High Wind (Drift Hazard)
31.4,88.2,19.0,Not Safe to Spray,High Wind (Drift Hazard)
33.2,49.7,20.8,Not Safe to Spray,High Wind (Drift Hazard)
30.9,87.5,9.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
33.3,49.6,13.6,Not Safe to Spray,High Wind (Drift Hazard)
20.8,49.4,3.3,Safe to Spray,Optimal Conditions
39.3,96.3,0.8,Not Safe to Spray,High Temp (Evaporation Hazard)
26.9,83.8,11.9,Safe to Spray,Optimal Conditions
29.7,90.6,10.2,Not Safe to Spray,"Too humid, risk of runoff/dilution"
27.7,70.6,17.5,Not Safe to Spray,High Wind (Drift Hazard)
27.0,94.2,5.7,Not Safe to Spray,"Too humid, risk of runoff/dilution"
26.2,94.4,6.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
26.2,81.8,18.5,Not Safe to Spray,High Wind (Drift Hazard)
37.5,80.5,19.6,Not Safe to Spray,High Wind (Drift Hazard)
30.0,60.8,21.2,Not Safe to Spray,High Wind (Drift Hazard)
29.7,70.6,0.4,Safe to Spray,Optimal Conditions
23.8,79.1,7.2,Safe to Spray,Optimal Conditions
21.5,44.8,11.6,Safe to Spray,Optimal Conditions
32.2,46.1,23.2,Not Safe to Spray,High Wind (Drift Hazard)
29.2,51.4,13.3,Not Safe to Spray,High Wind (Drift Hazard)
36.1,57.6,11.9,Not Safe to Spray,High Temp (Evaporation Hazard)
24.0,87.1,21.2,Not Safe to Spray,High Wind (Drift Hazard)
28.0,65.4,16.4,Not Safe to Spray,High Wind (Drift Hazard)
35.8,83.3,19.1,Not Safe to Spray,High Wind (Drift Hazard)
21.9,73.0,17.7,Not Safe to Spray,High Wind (Drift Hazard)
31.9,42.3,6.0,Safe to Spray,Optimal Conditions
22.2,79.4,21.3,Not Safe to Spray,High Wind (Drift Hazard)
20.3,92.7,24.3,Not Safe to Spray,High Wind (Drift Hazard)
23.4,68.0,5.2,Safe to Spray,Optimal Conditions
24.2,71.9,16.9,Not Safe to Spray,High Wind (Drift Hazard)
30.2,97.5,23.8,Not Safe to Spray,High Wind (Drift Hazard)
29.8,41.4,13.5,Not Safe to Spray,High Wind (Drift Hazard)
37.2,55.5,8.7,Not Safe to Spray,High Temp (Evaporation Hazard)
31.3,45.7,21.2,Not Safe to Spray,High Wind (Drift Hazard)
23.0,80.0,5.2,Safe to Spray,Optimal Conditions
37.7,94.5,7.2,Not Safe to Spray,High Temp (Evaporation Hazard)
31.3,93.9,17.0,Not Safe to Spray,High Wind (Drift Hazard)
36.8,71.2,13.5,Not Safe to Spray,High Wind (Drift Hazard)
21.7,63.4,0.3,Safe to Spray,Optimal Conditions
21.5,70.2,5.5,Safe to Spray,Optimal Conditions
27.9,87.8,17.5,Not Safe to Spray,High Wind (Drift Hazard)
20.8,62.9,18.4,Not Safe to Spray,High Wind (Drift Hazard)
25.3,81.0,20.1,Not Safe to Spray,High Wind (Drift Hazard)
37.4,72.1,11.4,Not Safe to Spray,High Temp (Evaporation Hazard)
32.3,49.4,12.2,Not Safe to Spray,High Wind (Drift Hazard)
30.1,52.1,1.0,Safe to Spray,Optimal Conditions
28.3,73.8,2.9,Safe to Spray,Optimal Conditions
39.0,60.0,5.4,Not Safe to Spray,High Temp (Evaporation Hazard)
27.8,74.8,24.0,Not Safe to Spray,High Wind (Drift Hazard)
24.1,97.9,12.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
35.0,62.2,18.3,Not Safe to Spray,High Wind (Drift Hazard)
35.8,86.0,5.4,Not Safe to Spray,High Temp (Evaporation Hazard)
37.0,69.8,9.4,Not Safe to Spray,High Temp (Evaporation Hazard)
37.8,98.7,5.4,Not Safe to Spray,High Temp (Evaporation Hazard)
36.7,41.7,24.9,Not Safe to Spray,High Wind (Drift Hazard)
39.9,76.9,24.7,Not Safe to Spray,High Wind (Drift Hazard)
30.4,48.9,22.6,Not Safe to Spray,High Wind (Drift Hazard)
33.9,67.1,17.9,Not Safe to Spray,High Wind (Drift Hazard)
26.3,65.9,8.3,Safe to Spray,Optimal Conditions
27.2,88.3,18.7,Not Safe to Spray,High Wind (Drift Hazard)
28.6,88.3,15.1,Not Safe to Spray,High Wind (Drift Hazard)
31.4,47.9,6.5,Safe to Spray,Optimal Conditions
22.7,81.0,24.3,Not Safe to Spray,High Wind (Drift Hazard)
21.7,57.7,14.0,Not Safe to Spray,High Wind (Drift Hazard)
25.9,83.5,16.1,Not Safe to Spray,High Wind (Drift Hazard)
31.0,88.4,4.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
34.0,87.7,22.6,Not Safe to Spray,High Wind (Drift Hazard)
34.3,58.5,23.5,Not Safe to Spray,High Wind (Drift Hazard)
33.8,87.0,4.4,Not Safe to Spray,High Temp (Evaporation Hazard)
26.3,67.4,19.8,Not Safe to Spray,High Wind (Drift Hazard)
28.7,47.3,24.4,Not Safe to Spray,High Wind (Drift Hazard)
34.9,53.3,7.1,Not Safe to Spray,High Temp (Evaporation Hazard)
31.5,59.0,5.1,Safe to Spray,Optimal Conditions
38.9,51.1,4.5,Not Safe to Spray,High Temp (Evaporation Hazard)
37.8,55.9,4.8,Not Safe to Spray,High Temp (Evaporation Hazard)
38.8,93.5,13.6,Not Safe to Spray,High Wind (Drift Hazard)
27.9,85.2,3.6,Not Safe to Spray,"Too humid, risk of runoff/dilution"
32.9,91.6,0.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
31.0,85.6,14.8,Not Safe to Spray,High Wind (Drift Hazard)
23.3,85.4,5.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
32.6,75.5,0.4,Safe to Spray,Optimal Conditions
33.8,46.5,18.9,Not Safe to Spray,High Wind (Drift Hazard)
24.3,66.7,13.8,Not Safe to Spray,High Wind (Drift Hazard)
29.5,87.7,20.6,Not Safe to Spray,High Wind (Drift Hazard)
30.4,82.5,5.6,Safe to Spray,Optimal Conditions
21.7,84.5,0.3,Safe to Spray,Optimal Conditions
36.9,50.4,12.2,Not Safe to Spray,High Wind (Drift Hazard)
21.6,90.2,15.9,Not Safe to Spray,High Wind (Drift Hazard)
36.2,74.9,21.3,Not Safe to Spray,High Wind (Drift Hazard)
28.6,74.0,14.7,Not Safe to Spray,High Wind (Drift Hazard)
26.8,63.8,20.9,Not Safe to Spray,High Wind (Drift Hazard)
22.5,96.5,6.2,Not Safe to Spray,"Too humid, risk of runoff/dilution"
37.4,48.5,17.8,Not Safe to Spray,High Wind (Drift Hazard)
24.3,85.9,23.1,Not Safe to Spray,High Wind (Drift Hazard)
22.0,69.5,20.5,Not Safe to Spray,High Wind (Drift Hazard)
20.5,67.3,5.6,Safe to Spray,Optimal Conditions
30.1,40.6,21.1,Not Safe to Spray,High Wind (Drift Hazard)
23.9,66.2,9.1,Safe to Spray,Optimal Conditions
23.7,70.4,3.2,Safe to Spray,Optimal Conditions
24.2,56.3,7.5,Safe to Spray,Optimal Conditions
36.9,70.9,18.7,Not Safe to Spray,High Wind (Drift Hazard)
38.5,78.6,19.9,Not Safe to Spray,High Wind (Drift Hazard)
38.7,80.5,19.9,Not Safe to Spray,High Wind (Drift Hazard)
29.8,70.3,5.6,Safe to Spray,Optimal Conditions
30.7,48.3,2.5,Safe to Spray,Optimal Conditions
25.7,77.1,22.0,Not Safe to Spray,High Wind (Drift Hazard)
34.8,93.7,18.4,Not Safe to Spray,High Wind (Drift Hazard)
35.0,90.0,22.6,Not Safe to Spray,High Wind (Drift Hazard)
37.3,81.7,6.4,Not Safe to Spray,High Temp (Evaporation Hazard)
31.3,61.2,0.0,Safe to Spray,Optimal Conditions
38.0,82.0,11.9,Not Safe to Spray,High Temp (Evaporation Hazard)
30.7,98.8,14.9,Not Safe to Spray,High Wind (Drift Hazard)
26.9,63.7,10.8,Safe to Spray,Optimal Conditions
24.0,58.7,0.4,Safe to Spray,Optimal Conditions
38.8,97.3,10.9,Not Safe to Spray,High Temp (Evaporation Hazard)
40.0,84.7,10.4,Not Safe to Spray,High Temp (Evaporation Hazard)
33.8,94.1,17.5,Not Safe to Spray,High Wind (Drift Hazard)
20.4,78.6,2.1,Safe to Spray,Optimal Conditions
25.2,95.9,19.6,Not Safe to Spray,High Wind (Drift Hazard)
23.8,81.6,9.1,Safe to Spray,Optimal Conditions
29.4,97.2,24.2,Not Safe to Spray,High Wind (Drift Hazard)
34.2,74.3,15.4,Not Safe to Spray,High Wind (Drift Hazard)
33.5,94.6,19.4,Not Safe to Spray,High Wind (Drift Hazard)
38.5,52.5,9.2,Not Safe to Spray,High Temp (Evaporation Hazard)
36.0,59.0,14.3,Not Safe to Spray,High Wind (Drift Hazard)
31.6,49.0,8.7,Safe to Spray,Optimal Conditions
29.6,85.1,1.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
25.9,69.6,21.5,Not Safe to Spray,High Wind (Drift Hazard)
26.4,53.8,19.3,Not Safe to Spray,High Wind (Drift Hazard)
32.0,88.5,10.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
22.1,47.3,18.5,Not Safe to Spray,High Wind (Drift Hazard)
31.0,96.2,13.9,Not Safe to Spray,High Wind (Drift Hazard)
25.8,51.8,19.0,Not Safe to Spray,High Wind (Drift Hazard)
24.8,91.7,8.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
26.0,65.4,2.5,Safe to Spray,Optimal Conditions
26.2,71.3,18.8,Not Safe to Spray,High Wind (Drift Hazard)
37.8,87.1,14.7,Not Safe to Spray,High Wind (Drift Hazard)
28.5,68.0,18.6,Not Safe to Spray,High Wind (Drift Hazard)
20.9,66.6,22.8,Not Safe to Spray,High Wind (Drift Hazard)
35.4,42.7,20.0,Not Safe to Spray,High Wind (Drift Hazard)
35.7,43.7,8.9,Not Safe to Spray,High Temp (Evaporation Hazard)
33.6,71.4,8.2,Not Safe to Spray,High Temp (Evaporation Hazard)
22.7,52.2,8.7,Safe to Spray,Optimal Conditions
31.9,57.6,18.8,Not Safe to Spray,High Wind (Drift Hazard)
28.4,69.4,17.9,Not Safe to Spray,High Wind (Drift Hazard)
28.8,61.9,6.6,Safe to Spray,Optimal Conditions
25.6,55.4,13.1,Not Safe to Spray,High Wind (Drift Hazard)
33.0,54.7,10.2,Safe to Spray,Optimal Conditions
24.7,65.8,13.6,Not Safe to Spray,High Wind (Drift Hazard)
31.6,43.2,21.2,Not Safe to Spray,High Wind (Drift Hazard)
33.7,47.5,20.1,Not Safe to Spray,High Wind (Drift Hazard)
33.2,67.8,3.7,Not Safe to Spray,High Temp (Evaporation Hazard)
31.4,73.5,20.2,Not Safe to Spray,High Wind (Drift Hazard)
33.4,61.4,16.4,Not Safe to Spray,High Wind (Drift Hazard)
24.6,86.8,8.6,Not Safe to Spray,"Too humid, risk of runoff/dilution"
27.4,81.2,15.3,Not Safe to Spray,High Wind (Drift Hazard)
34.3,56.9,4.1,Not Safe to Spray,High Temp (Evaporation Hazard)
39.5,71.9,18.1,Not Safe to Spray,High Wind (Drift Hazard)
22.2,97.7,6.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
28.6,67.1,3.1,Safe to Spray,Optimal Conditions
27.5,86.0,3.7,Not Safe to Spray,"Too humid, risk of runoff/dilution"
35.8,62.3,22.2,Not Safe to Spray,High Wind (Drift Hazard)
33.9,80.9,21.3,Not Safe to Spray,High Wind (Drift Hazard)
32.6,68.1,12.0,Safe to Spray,Optimal Conditions
22.4,63.7,8.2,Safe to Spray,Optimal Conditions
29.8,94.9,0.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
38.2,57.4,24.3,Not Safe to Spray,High Wind (Drift Hazard)
24.0,77.5,14.1,Not Safe to Spray,High Wind (Drift Hazard)
29.5,78.1,8.7,Safe to Spray,Optimal Conditions
36.5,83.2,4.9,Not Safe to Spray,High Temp (Evaporation Hazard)
20.8,86.7,0.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
31.2,48.6,16.6,Not Safe to Spray,High Wind (Drift Hazard)
33.5,72.3,12.3,Not Safe to Spray,High Wind (Drift Hazard)
28.4,72.4,22.7,Not Safe to Spray,High Wind (Drift Hazard)
25.9,56.0,21.0,Not Safe to Spray,High Wind (Drift Hazard)
30.6,74.2,11.6,Safe to Spray,Optimal Conditions
28.7,46.9,11.9,Safe to Spray,Optimal Conditions
22.0,89.0,4.5,Not Safe to Spray,"Too humid, risk of runoff/dilution"
33.0,83.4,20.8,Not Safe to Spray,High Wind (Drift Hazard)
24.8,88.8,1.0,Not Safe to Spray,"Too humid, risk of runoff/dilution"
35.7,41.9,20.0,Not Safe to Spray,High Wind (Drift Hazard)
30.9,73.0,18.8,Not Safe to Spray,High Wind (Drift Hazard)
28.1,58.4,23.9,Not Safe to Spray,High Wind (Drift Hazard)
37.5,44.5,6.3,Not Safe to Spray,High Temp (Evaporation Hazard)
21.6,42.7,6.0,Safe to Spray,Optimal Conditions
35.5,53.6,15.9,Not Safe to Spray,High Wind (Drift Hazard)
24.8,71.0,22.3,Not Safe to Spray,High Wind (Drift Hazard)
