Crop_Type,Crop_Stage,Season,Temperature_C,Humidity_pct,Disease_Risk_Label
Maize,Yielding,Zaid,30.7,49.9,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,35.2,43.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,24.0,84.6,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,26.8,81.2,Healthy_Low_Risk
Cotton,Flowering,Zaid,36.0,56.6,High_Risk_Whitefly
Cotton,Yielding,Kharif,23.8,87.9,Healthy_Low_Risk
Cotton,Flowering,Zaid,32.8,71.0,Healthy_Low_Risk
Rice,Flowering,Kharif,37.5,97.1,High_Risk_Bacterial_Blight
Sugarcane,Flowering,Zaid,31.9,64.5,Healthy_Low_Risk
Maize,Yielding,Kharif,39.3,40.6,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,30.5,68.6,Healthy_Low_Risk
Rice,Yielding,Rabi,36.8,55.4,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,35.4,97.9,High_Risk_Tikka_Disease
Maize,Vegetative,Rabi,34.1,45.6,Healthy_Low_Risk
Maize,Vegetative,Zaid,35.4,44.5,Healthy_Low_Risk
Maize,Flowering,Rabi,29.2,59.5,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,34.6,80.2,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,39.7,92.0,High_Risk_Red_Rot
Sugarcane,Yielding,Rabi,32.8,83.4,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,30.3,64.9,Healthy_Low_Risk
Rice,Yielding,Kharif,32.6,44.0,Healthy_Low_Risk
Rice,Yielding,Kharif,33.7,92.5,High_Risk_Bacterial_Blight
Rice,Flowering,Zaid,29.7,76.8,Healthy_Low_Risk
Cotton,Yielding,Zaid,32.3,77.0,Healthy_Low_Risk
Groundnut,Flowering,Rabi,30.9,52.5,Healthy_Low_Risk
Maize,Vegetative,Rabi,28.2,62.4,Healthy_Low_Risk
Maize,Flowering,Zaid,37.9,73.7,Healthy_Low_Risk
Cotton,Flowering,Zaid,39.4,94.5,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,25.6,70.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,34.1,71.2,Healthy_Low_Risk
Cotton,Vegetative,Zaid,37.0,60.8,Healthy_Low_Risk
Maize,Vegetative,Zaid,24.1,91.4,Healthy_Low_Risk
Cotton,Yielding,Zaid,26.8,56.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,22.0,79.8,Healthy_Low_Risk
Maize,Yielding,Rabi,33.0,81.0,Healthy_Low_Risk
Rice,Yielding,Kharif,38.4,83.2,High_Risk_Bacterial_Blight
Cotton,Yielding,Rabi,39.0,41.6,High_Risk_Whitefly
Sugarcane,Vegetative,Rabi,34.2,78.4,Healthy_Low_Risk
Rice,Vegetative,Zaid,22.7,97.6,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,26.1,91.0,Healthy_Low_Risk
Cotton,Yielding,Rabi,22.4,69.8,Healthy_Low_Risk
Cotton,Vegetative,Kharif,28.0,81.2,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,39.7,52.3,Healthy_Low_Risk
Rice,Vegetative,Kharif,31.8,85.5,Healthy_Low_Risk
Groundnut,Flowering,Rabi,30.7,85.7,High_Risk_Tikka_Disease
Cotton,Flowering,Kharif,37.1,47.4,High_Risk_Whitefly
Maize,Vegetative,Zaid,32.1,58.3,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,29.8,46.7,Healthy_Low_Risk
Cotton,Yielding,Zaid,22.2,41.6,Healthy_Low_Risk
Rice,Vegetative,Zaid,22.2,59.2,Healthy_Low_Risk
Maize,Yielding,Kharif,28.6,67.7,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,39.2,42.1,Healthy_Low_Risk
Cotton,Flowering,Rabi,30.5,76.3,Healthy_Low_Risk
Rice,Vegetative,Kharif,36.4,91.3,High_Risk_Bacterial_Blight
Sugarcane,Yielding,Rabi,24.3,77.8,Healthy_Low_Risk
Groundnut,Flowering,Rabi,36.7,59.4,Healthy_Low_Risk
Rice,Flowering,Kharif,23.6,63.4,Healthy_Low_Risk
Maize,Yielding,Kharif,23.5,47.5,Healthy_Low_Risk
Rice,Flowering,Kharif,24.5,49.5,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,26.6,88.3,Healthy_Low_Risk
Cotton,Vegetative,Zaid,22.4,79.9,Healthy_Low_Risk
Groundnut,Flowering,Kharif,24.7,94.0,Healthy_Low_Risk
Groundnut,Yielding,Zaid,37.5,60.1,Healthy_Low_Risk
Rice,Vegetative,Rabi,27.4,43.6,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,38.4,63.7,Healthy_Low_Risk
Rice,Yielding,Zaid,23.9,43.6,Healthy_Low_Risk
Cotton,Flowering,Zaid,29.1,62.2,Healthy_Low_Risk
Rice,Yielding,Rabi,29.7,86.5,High_Risk_Rice_Blast
Sugarcane,Vegetative,Zaid,23.4,86.0,Healthy_Low_Risk
Groundnut,Yielding,Rabi,33.0,76.6,High_Risk_Tikka_Disease
Maize,Yielding,Zaid,29.3,96.4,Healthy_Low_Risk
Cotton,Flowering,Zaid,37.1,62.6,Healthy_Low_Risk
Cotton,Flowering,Rabi,37.3,79.8,Healthy_Low_Risk
Maize,Yielding,Kharif,30.7,80.9,Healthy_Low_Risk
Cotton,Flowering,Zaid,26.0,78.0,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,27.7,96.2,Healthy_Low_Risk
Cotton,Yielding,Zaid,24.9,62.9,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,22.6,92.6,Healthy_Low_Risk
Rice,Flowering,Zaid,27.6,64.6,Healthy_Low_Risk
Cotton,Yielding,Rabi,32.5,93.3,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,35.8,40.6,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,26.0,85.3,Healthy_Low_Risk
Groundnut,Flowering,Rabi,38.2,51.5,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,34.3,60.3,Healthy_Low_Risk
Maize,Yielding,Zaid,39.2,42.5,Healthy_Low_Risk
Cotton,Flowering,Zaid,37.8,42.0,High_Risk_Whitefly
Maize,Vegetative,Kharif,36.1,76.7,Healthy_Low_Risk
Rice,Flowering,Kharif,38.7,69.4,Healthy_Low_Risk
Maize,Vegetative,Kharif,22.9,86.6,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,35.3,56.8,Healthy_Low_Risk
Maize,Yielding,Zaid,25.6,43.3,Healthy_Low_Risk
Maize,Yielding,Kharif,30.7,91.3,Healthy_Low_Risk
Groundnut,Flowering,Zaid,34.4,48.9,Healthy_Low_Risk
Cotton,Vegetative,Zaid,26.1,95.1,Healthy_Low_Risk
Maize,Yielding,Kharif,24.6,95.3,Healthy_Low_Risk
Maize,Vegetative,Kharif,39.0,56.0,Healthy_Low_Risk
Groundnut,Yielding,Rabi,23.4,67.6,Healthy_Low_Risk
Maize,Vegetative,Kharif,25.3,70.5,Healthy_Low_Risk
Maize,Flowering,Zaid,36.2,75.9,Healthy_Low_Risk
Rice,Flowering,Kharif,23.6,81.5,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,31.7,43.6,Healthy_Low_Risk
Rice,Flowering,Rabi,22.2,77.7,Healthy_Low_Risk
Maize,Flowering,Kharif,29.9,42.3,Healthy_Low_Risk
Cotton,Flowering,Kharif,30.9,77.1,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,26.2,95.9,High_Risk_Red_Rot
Rice,Flowering,Rabi,24.5,80.8,Healthy_Low_Risk
Maize,Vegetative,Zaid,25.7,88.0,Healthy_Low_Risk
Maize,Vegetative,Kharif,31.2,81.7,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,36.1,42.5,Healthy_Low_Risk
Groundnut,Flowering,Kharif,31.4,50.5,Healthy_Low_Risk
Cotton,Yielding,Kharif,34.9,96.6,Healthy_Low_Risk
Rice,Vegetative,Rabi,34.3,70.3,Healthy_Low_Risk
Maize,Yielding,Kharif,24.9,63.0,Healthy_Low_Risk
Maize,Flowering,Kharif,31.8,67.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,23.9,44.2,Healthy_Low_Risk
Maize,Yielding,Rabi,26.9,79.4,Healthy_Low_Risk
Rice,Yielding,Kharif,28.7,41.6,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,36.2,81.1,Healthy_Low_Risk
Cotton,Yielding,Kharif,23.1,40.1,Healthy_Low_Risk
Rice,Flowering,Kharif,28.9,45.6,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,34.8,48.0,Healthy_Low_Risk
Maize,Flowering,Zaid,33.3,51.9,Healthy_Low_Risk
Cotton,Vegetative,Rabi,26.6,70.1,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,27.2,49.9,Healthy_Low_Risk
Cotton,Vegetative,Zaid,37.4,55.3,High_Risk_Whitefly
Cotton,Flowering,Kharif,38.4,88.2,Healthy_Low_Risk
Groundnut,Yielding,Rabi,25.1,41.6,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,24.9,89.3,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,25.3,54.2,Healthy_Low_Risk
Rice,Flowering,Kharif,38.2,56.8,Healthy_Low_Risk
Maize,Yielding,Rabi,28.7,96.8,Healthy_Low_Risk
Maize,Flowering,Kharif,38.5,65.5,Healthy_Low_Risk
Maize,Flowering,Zaid,37.0,71.6,Healthy_Low_Risk
Groundnut,Yielding,Rabi,30.6,52.4,Healthy_Low_Risk
Groundnut,Flowering,Rabi,34.7,81.5,High_Risk_Tikka_Disease
Rice,Vegetative,Rabi,35.3,82.7,High_Risk_Bacterial_Blight
Maize,Yielding,Zaid,31.0,67.1,Healthy_Low_Risk
Groundnut,Yielding,Zaid,23.7,59.9,Healthy_Low_Risk
Groundnut,Yielding,Rabi,25.0,67.3,Healthy_Low_Risk
Groundnut,Flowering,Zaid,35.5,79.0,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Kharif,24.4,84.5,Healthy_Low_Risk
Maize,Yielding,Kharif,30.8,52.6,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,22.7,44.1,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,32.7,72.0,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,31.7,47.3,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,26.8,93.3,High_Risk_Red_Rot
Sugarcane,Vegetative,Kharif,31.8,40.8,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,26.6,71.4,Healthy_Low_Risk
Rice,Yielding,Rabi,34.0,94.9,High_Risk_Bacterial_Blight
Maize,Vegetative,Zaid,30.4,81.4,Healthy_Low_Risk
Maize,Yielding,Zaid,22.6,83.9,Healthy_Low_Risk
Maize,Vegetative,Zaid,28.5,45.5,Healthy_Low_Risk
Maize,Yielding,Zaid,23.5,97.8,Healthy_Low_Risk
Groundnut,Yielding,Rabi,24.3,93.2,Healthy_Low_Risk
Maize,Vegetative,Kharif,23.1,80.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,34.3,61.3,Healthy_Low_Risk
Maize,Flowering,Zaid,32.1,77.6,Healthy_Low_Risk
Maize,Yielding,Kharif,36.4,66.0,Healthy_Low_Risk
Rice,Yielding,Kharif,37.5,53.6,Healthy_Low_Risk
Maize,Flowering,Kharif,29.9,84.1,Healthy_Low_Risk
Groundnut,Flowering,Rabi,24.5,75.4,Healthy_Low_Risk
Cotton,Yielding,Kharif,28.8,41.3,Healthy_Low_Risk
Groundnut,Yielding,Rabi,22.8,85.7,Healthy_Low_Risk
Maize,Vegetative,Kharif,24.2,51.5,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,34.6,91.4,Healthy_Low_Risk
Cotton,Yielding,Rabi,23.8,70.3,Healthy_Low_Risk
Cotton,Flowering,Rabi,28.7,76.1,Healthy_Low_Risk
Cotton,Yielding,Rabi,22.7,67.4,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,26.8,64.3,Healthy_Low_Risk
Rice,Flowering,Kharif,30.8,52.0,Healthy_Low_Risk
Groundnut,Yielding,Rabi,26.4,47.8,Healthy_Low_Risk
Maize,Vegetative,Zaid,27.6,62.9,Healthy_Low_Risk
Maize,Flowering,Rabi,32.3,40.4,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,31.1,69.7,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,25.3,62.3,Healthy_Low_Risk
Rice,Yielding,Zaid,33.1,45.1,Healthy_Low_Risk
Maize,Vegetative,Kharif,31.0,53.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,23.0,97.0,Healthy_Low_Risk
Rice,Yielding,Zaid,34.9,96.6,High_Risk_Bacterial_Blight
Groundnut,Vegetative,Kharif,32.8,78.4,High_Risk_Tikka_Disease
Maize,Vegetative,Zaid,30.8,55.0,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,27.6,81.3,Healthy_Low_Risk
Groundnut,Yielding,Kharif,36.2,74.5,Healthy_Low_Risk
Rice,Flowering,Zaid,39.9,60.5,Healthy_Low_Risk
Cotton,Vegetative,Kharif,23.1,95.3,Healthy_Low_Risk
Cotton,Yielding,Kharif,27.7,65.3,Healthy_Low_Risk
Maize,Yielding,Rabi,39.1,58.4,Healthy_Low_Risk
Maize,Flowering,Kharif,23.4,89.5,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,35.1,76.7,Healthy_Low_Risk
Groundnut,Yielding,Zaid,23.5,78.8,Healthy_Low_Risk
Rice,Flowering,Rabi,26.5,62.6,Healthy_Low_Risk
Groundnut,Flowering,Zaid,36.1,59.4,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,36.1,69.8,Healthy_Low_Risk
Cotton,Vegetative,Rabi,39.6,49.3,High_Risk_Whitefly
Cotton,Vegetative,Kharif,25.1,56.4,Healthy_Low_Risk
Rice,Vegetative,Rabi,38.0,49.0,Healthy_Low_Risk
Rice,Vegetative,Zaid,27.8,91.3,High_Risk_Rice_Blast
Cotton,Yielding,Kharif,32.2,79.0,Healthy_Low_Risk
Maize,Flowering,Kharif,35.9,57.3,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,29.9,91.3,Healthy_Low_Risk
Maize,Yielding,Zaid,32.6,73.1,Healthy_Low_Risk
Rice,Yielding,Rabi,30.5,74.2,Healthy_Low_Risk
Rice,Yielding,Rabi,27.8,64.0,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,24.1,88.5,Healthy_Low_Risk
Groundnut,Yielding,Zaid,34.4,44.5,Healthy_Low_Risk
Groundnut,Yielding,Kharif,30.8,51.5,Healthy_Low_Risk
Rice,Flowering,Kharif,26.1,59.1,Healthy_Low_Risk
Maize,Vegetative,Rabi,26.6,94.7,Healthy_Low_Risk
Cotton,Yielding,Kharif,36.9,55.8,High_Risk_Whitefly
Maize,Flowering,Kharif,22.4,70.7,Healthy_Low_Risk
Maize,Yielding,Kharif,32.0,50.4,Healthy_Low_Risk
Rice,Vegetative,Zaid,26.4,78.5,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,25.9,97.0,Healthy_Low_Risk
Cotton,Yielding,Rabi,24.9,51.7,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,24.4,84.3,Healthy_Low_Risk
Maize,Yielding,Kharif,22.7,72.6,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,36.3,58.4,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,26.1,65.6,Healthy_Low_Risk
Rice,Flowering,Kharif,37.5,46.7,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,32.6,88.2,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,25.0,86.9,Healthy_Low_Risk
Maize,Vegetative,Rabi,27.9,67.0,Healthy_Low_Risk
Maize,Vegetative,Kharif,35.0,59.1,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,35.8,55.4,Healthy_Low_Risk
Rice,Flowering,Zaid,38.4,53.6,Healthy_Low_Risk
Rice,Flowering,Kharif,24.9,69.1,Healthy_Low_Risk
Rice,Vegetative,Kharif,25.7,46.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,22.5,63.5,Healthy_Low_Risk
Maize,Yielding,Kharif,29.1,84.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,32.6,78.0,Healthy_Low_Risk
Rice,Vegetative,Rabi,23.2,67.6,Healthy_Low_Risk
Maize,Flowering,Kharif,25.1,41.0,Healthy_Low_Risk
Rice,Flowering,Kharif,36.6,70.0,Healthy_Low_Risk
Maize,Vegetative,Kharif,38.8,64.3,Healthy_Low_Risk
Maize,Flowering,Kharif,25.9,92.3,Healthy_Low_Risk
Groundnut,Flowering,Kharif,30.7,79.5,High_Risk_Tikka_Disease
Maize,Vegetative,Zaid,25.4,66.5,Healthy_Low_Risk
Maize,Vegetative,Zaid,35.4,49.0,Healthy_Low_Risk
Cotton,Vegetative,Zaid,29.1,42.9,Healthy_Low_Risk
Cotton,Vegetative,Kharif,25.1,88.4,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,32.1,67.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,29.9,47.3,Healthy_Low_Risk
Groundnut,Yielding,Rabi,29.1,57.5,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,30.5,96.5,Healthy_Low_Risk
Maize,Yielding,Zaid,26.6,66.3,Healthy_Low_Risk
Groundnut,Yielding,Rabi,31.9,78.2,High_Risk_Tikka_Disease
Sugarcane,Yielding,Rabi,34.7,82.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,32.0,53.9,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,28.7,68.7,Healthy_Low_Risk
Groundnut,Flowering,Zaid,33.7,78.5,High_Risk_Tikka_Disease
Rice,Flowering,Kharif,39.5,87.8,High_Risk_Bacterial_Blight
Maize,Flowering,Zaid,23.6,46.1,Healthy_Low_Risk
Groundnut,Yielding,Rabi,31.8,52.1,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,23.8,63.4,Healthy_Low_Risk
Cotton,Yielding,Kharif,32.4,89.7,Healthy_Low_Risk
Maize,Flowering,Rabi,26.6,72.5,Healthy_Low_Risk
Maize,Yielding,Kharif,23.5,85.0,Healthy_Low_Risk
Cotton,Vegetative,Kharif,30.3,93.9,Healthy_Low_Risk
Cotton,Vegetative,Kharif,30.1,67.6,Healthy_Low_Risk
Cotton,Yielding,Zaid,28.3,63.0,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,36.1,67.4,Healthy_Low_Risk
Groundnut,Flowering,Rabi,26.8,52.6,Healthy_Low_Risk
Maize,Vegetative,Rabi,30.0,49.7,Healthy_Low_Risk
Rice,Vegetative,Kharif,35.0,58.1,Healthy_Low_Risk
Groundnut,Yielding,Zaid,30.4,48.1,Healthy_Low_Risk
Maize,Yielding,Rabi,30.8,43.4,Healthy_Low_Risk
Cotton,Vegetative,Zaid,29.8,73.2,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,31.5,66.3,Healthy_Low_Risk
Groundnut,Flowering,Rabi,30.2,49.1,Healthy_Low_Risk
Cotton,Vegetative,Rabi,28.2,57.5,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,24.0,48.7,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,29.1,88.7,Healthy_Low_Risk
Rice,Yielding,Rabi,25.1,58.9,Healthy_Low_Risk
Maize,Vegetative,Rabi,24.8,65.4,Healthy_Low_Risk
Rice,Vegetative,Kharif,27.9,41.6,Healthy_Low_Risk
Rice,Yielding,Zaid,36.4,95.6,High_Risk_Bacterial_Blight
Cotton,Flowering,Kharif,34.5,69.0,Healthy_Low_Risk
Cotton,Yielding,Rabi,31.1,82.1,Healthy_Low_Risk
Maize,Flowering,Zaid,29.0,55.6,Healthy_Low_Risk
Cotton,Flowering,Zaid,31.2,41.3,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,38.3,95.4,High_Risk_Tikka_Disease
Cotton,Yielding,Zaid,33.6,78.4,Healthy_Low_Risk
Maize,Yielding,Kharif,36.9,73.5,Healthy_Low_Risk
Cotton,Yielding,Kharif,28.2,61.3,Healthy_Low_Risk
Rice,Vegetative,Kharif,34.9,71.3,Healthy_Low_Risk
Maize,Flowering,Zaid,33.2,86.6,Healthy_Low_Risk
Cotton,Flowering,Rabi,26.9,70.2,Healthy_Low_Risk
Rice,Vegetative,Zaid,24.5,71.8,Healthy_Low_Risk
Cotton,Yielding,Kharif,23.6,55.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,27.0,58.0,Healthy_Low_Risk
Rice,Flowering,Rabi,33.0,89.8,High_Risk_Bacterial_Blight
Cotton,Yielding,Kharif,27.5,40.3,Healthy_Low_Risk
Maize,Vegetative,Rabi,39.4,59.2,Healthy_Low_Risk
Groundnut,Yielding,Kharif,25.2,91.9,Healthy_Low_Risk
Groundnut,Flowering,Kharif,37.3,96.7,High_Risk_Tikka_Disease
Rice,Yielding,Rabi,26.3,57.4,Healthy_Low_Risk
Maize,Yielding,Rabi,31.8,52.5,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,30.3,94.6,Healthy_Low_Risk
Rice,Yielding,Rabi,38.0,95.0,High_Risk_Bacterial_Blight
Cotton,Flowering,Rabi,34.1,62.4,Healthy_Low_Risk
Cotton,Yielding,Zaid,36.7,74.7,Healthy_Low_Risk
Maize,Vegetative,Zaid,33.9,40.7,Healthy_Low_Risk
Cotton,Yielding,Kharif,37.7,82.3,Healthy_Low_Risk
Maize,Vegetative,Rabi,36.1,43.4,Healthy_Low_Risk
Cotton,Flowering,Zaid,32.3,96.4,Healthy_Low_Risk
Maize,Flowering,Kharif,23.0,65.5,Healthy_Low_Risk
Cotton,Yielding,Rabi,25.3,66.7,Healthy_Low_Risk
Cotton,Flowering,Zaid,22.3,70.8,Healthy_Low_Risk
Rice,Vegetative,Zaid,34.0,70.2,Healthy_Low_Risk
Cotton,Vegetative,Rabi,32.4,80.3,Healthy_Low_Risk
Maize,Yielding,Rabi,38.6,93.8,Healthy_Low_Risk
Maize,Flowering,Kharif,33.1,83.1,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,30.9,86.0,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,24.7,60.7,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,29.3,96.5,High_Risk_Red_Rot
Cotton,Yielding,Kharif,25.6,89.1,Healthy_Low_Risk
Maize,Yielding,Rabi,28.8,47.8,Healthy_Low_Risk
Rice,Flowering,Kharif,32.0,63.5,Healthy_Low_Risk
Groundnut,Yielding,Zaid,27.9,60.9,Healthy_Low_Risk
Rice,Vegetative,Rabi,36.3,57.4,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,25.3,58.4,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,22.1,47.3,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,30.4,65.0,Healthy_Low_Risk
Maize,Flowering,Kharif,29.4,62.5,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,32.9,85.7,Healthy_Low_Risk
Rice,Flowering,Zaid,30.4,80.3,Healthy_Low_Risk
Rice,Flowering,Kharif,23.0,88.9,Healthy_Low_Risk
Rice,Yielding,Kharif,32.3,46.3,Healthy_Low_Risk
Cotton,Yielding,Zaid,27.2,79.7,Healthy_Low_Risk
Cotton,Flowering,Rabi,31.3,88.0,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,33.7,80.2,Healthy_Low_Risk
Groundnut,Yielding,Kharif,29.0,95.3,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,30.0,79.1,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,29.5,84.6,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,35.0,79.5,High_Risk_Tikka_Disease
Maize,Vegetative,Zaid,32.7,48.4,Healthy_Low_Risk
Rice,Flowering,Kharif,23.4,79.8,Healthy_Low_Risk
Cotton,Yielding,Rabi,35.7,77.1,Healthy_Low_Risk
Rice,Flowering,Zaid,34.9,46.4,Healthy_Low_Risk
Cotton,Vegetative,Rabi,22.1,89.5,Healthy_Low_Risk
Groundnut,Flowering,Zaid,39.8,74.9,Healthy_Low_Risk
Cotton,Vegetative,Kharif,37.5,82.9,Healthy_Low_Risk
Groundnut,Flowering,Rabi,26.1,73.0,Healthy_Low_Risk
Rice,Yielding,Rabi,29.9,83.2,Healthy_Low_Risk
Maize,Vegetative,Zaid,28.7,89.6,Healthy_Low_Risk
Cotton,Yielding,Rabi,25.2,59.3,Healthy_Low_Risk
Rice,Vegetative,Zaid,36.3,86.5,High_Risk_Bacterial_Blight
Cotton,Flowering,Zaid,35.0,64.0,Healthy_Low_Risk
Maize,Vegetative,Zaid,26.1,88.3,Healthy_Low_Risk
Cotton,Yielding,Zaid,30.7,46.2,Healthy_Low_Risk
Cotton,Vegetative,Zaid,39.4,41.3,High_Risk_Whitefly
Maize,Vegetative,Kharif,35.3,89.1,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,24.8,45.0,Healthy_Low_Risk
Cotton,Flowering,Zaid,31.7,61.5,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,25.4,93.6,High_Risk_Red_Rot
Cotton,Yielding,Rabi,36.1,72.5,Healthy_Low_Risk
Maize,Yielding,Rabi,39.3,68.8,Healthy_Low_Risk
Maize,Flowering,Kharif,39.7,81.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,38.4,45.1,Healthy_Low_Risk
Cotton,Yielding,Zaid,33.1,76.4,Healthy_Low_Risk
Rice,Vegetative,Kharif,35.2,63.6,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,36.2,79.2,Healthy_Low_Risk
Cotton,Flowering,Zaid,31.1,81.9,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,27.6,44.9,Healthy_Low_Risk
Cotton,Yielding,Rabi,32.2,44.8,High_Risk_Whitefly
Maize,Vegetative,Zaid,29.3,94.3,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,23.9,73.3,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,37.2,78.4,High_Risk_Tikka_Disease
Groundnut,Flowering,Rabi,25.1,65.5,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,30.3,50.7,Healthy_Low_Risk
Maize,Flowering,Zaid,30.3,83.2,Healthy_Low_Risk
Groundnut,Flowering,Kharif,27.7,82.0,Healthy_Low_Risk
Cotton,Vegetative,Zaid,30.7,77.9,Healthy_Low_Risk
Cotton,Vegetative,Kharif,30.0,67.8,Healthy_Low_Risk
Maize,Vegetative,Zaid,37.1,67.1,Healthy_Low_Risk
Cotton,Yielding,Zaid,35.6,83.8,Healthy_Low_Risk
Groundnut,Flowering,Zaid,37.8,77.2,High_Risk_Tikka_Disease
Sugarcane,Flowering,Kharif,37.2,68.9,Healthy_Low_Risk
Rice,Yielding,Rabi,22.2,54.1,Healthy_Low_Risk
Rice,Yielding,Kharif,32.1,89.1,High_Risk_Bacterial_Blight
Groundnut,Vegetative,Zaid,38.4,57.7,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,34.8,53.1,Healthy_Low_Risk
Groundnut,Yielding,Zaid,35.4,50.4,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,34.4,40.9,Healthy_Low_Risk
Groundnut,Yielding,Kharif,40.0,77.5,High_Risk_Tikka_Disease
Groundnut,Vegetative,Kharif,36.5,76.9,High_Risk_Tikka_Disease
Cotton,Flowering,Rabi,22.2,60.4,Healthy_Low_Risk
Rice,Yielding,Zaid,32.6,53.7,Healthy_Low_Risk
Groundnut,Flowering,Zaid,34.8,83.5,High_Risk_Tikka_Disease
Sugarcane,Yielding,Rabi,38.9,68.2,Healthy_Low_Risk
